어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스
한울어린이집,A,우수,우수,우수,우수,2022-01-01,2638,동대문구,11230000466,국공립,"서울특별시 동대문구 장안벚꽃로 107 102동 101호(장안동,현대홈타운)",02-6457-0087,37.57105674,127.075113,일반
한일어린이집,A,우수,우수,우수,우수,2022-07-01,2426,동대문구,11230000025,민간,서울특별시 동대문구 외대역동로 118 (이문동),02-969-2558,37.59888105,127.0666539,야간연장
함께행복한어린이집,A,우수,우수,우수,우수,2021-08-01,2575,동대문구,11230000088,가정,"서울특별시 동대문구 왕산로23길 89 103동 105호(제기동, 이수브라운 스톤아파트)",02-925-5123,37.58232117,127.0342104,야간연장
해리어린이집,A,우수,우수,우수,우수,2019-11-01,2623,동대문구,11230000304,가정,"서울특별시 동대문구 답십리로66길 20 101동 101호(장안동, 금강아미움 아파트)",02-2246-2270,37.57172688,127.0678521,일반
해맑은어린이집,A,우수,우수,우수,우수,2020-02-01,2514,동대문구,11230000194,국공립,서울특별시 동대문구 한천로46길 70-9 (장안동),02-2243-0088,37.58108023,127.0723369,일반
해솔어린이집,A,우수,우수,우수,우수,2023-05-01,2512,동대문구,11230000473,국공립,"서울특별시 동대문구 한천로 248 (휘경동, 휘경주공아파트)",02-6452-7942,37.58278806,127.0716027,일반
해오름어린이집,A,우수,우수,우수,우수,2020-01-01,2476,동대문구,11230000147,국공립,서울특별시 동대문구 약령시로5길 22 (제기동),02-929-0081,37.58396475,127.0342209,야간연장
해찬어린이집,A,우수,우수,우수,우수,2023-11-01,2512,동대문구,11230000051,민간,서울특별시 동대문구 한천로 248 휘경주공2차아파트 단지동 (휘경동),02-6451-7942,37.583237,127.0719,야간연장
해피트리어린이집,B,우수,보통,우수,우수,2019-12-01,2629,동대문구,11230000342,가정,"서울특별시 동대문구 장한로5길 28 301동 106호(장안동, 신일해피트리3차아파트)",02-2244-3533,37.56488543,127.0650238,일반
햇님어린이집,B,우수,우수,보통,우수,2023-03-01,2532,동대문구,11230000225,가정,"서울특별시 동대문구 사가정로 148 108동 104호(전농동, SK아파트)",02-2213-4322,37.57736992,127.0612221,야간연장
햇빛어린이집,A,우수,우수,우수,우수,2023-08-01,2533,동대문구,11230000249,국공립,"서울특별시 동대문구 사가정로 190 16동 108호(전농동, 우성아파트)",02-2242-0089,37.57727289,127.065358,야간연장
햇살어린이집,A,우수,우수,우수,우수,2022-08-01,2590,동대문구,11230000053,국공립,서울특별시 동대문구 청계천로 547 (용두동 696-9),02-962-5519,37.5728205,127.03698,"장애아통합,야간연장"
허브리츠어린이집,A,우수,우수,우수,우수,2023-02-01,2567,동대문구,11230000472,국공립,"서울특별시 동대문구 정릉천동로 36 (용두동,허브리츠) 관리동",02-965-0121,37.57548607,127.0371127,일반
현대참사랑어린이집,A,우수,우수,우수,우수,2023-11-01,2521,동대문구,11230000296,가정,"서울특별시 동대문구 장안벚꽃로1길 7 1008동 102호(장안동, 장안힐스테이트아파트)",02-2249-6655,37.57637657,127.0745478,일반
혜빛어린이집,B,보통,우수,우수,우수,2023-11-01,2547,동대문구,11230000198,민간,서울특별시 동대문구 사가정로9길 18-1 (전농동),02-2248-9787,37.57750603,127.0559313,야간연장
호수어린이집,A,우수,우수,우수,우수,2021-08-01,2598,동대문구,11230000461,국공립,"서울특별시 동대문구 답십리로 130 403동 106호(답십리동, 래미안위브)",02-2214-2230,37.57285658,127.0524024,일반
홀츠앤키즈어린이집,A,우수,우수,우수,우수,2020-01-01,2508,동대문구,11230000432,민간,서울특별시 동대문구 전농로16길 51 관리동,02-3394-7206,37.57833777,127.060429,일반
회기어린이집,A,우수,우수,우수,우수,2019-01-01,2452,동대문구,11230000110,국공립,서울특별시 동대문구 회기로 165 (회기동 58-1),02-969-6691,37.59067132,127.0544934,야간연장
효림어린이집,B,우수,우수,보통,우수,2022-09-01,2512,동대문구,11230000094,가정,"서울특별시 동대문구 한천로 248 111동 105호(휘경동, 주공아파트)",02-6238-0460,37.583237,127.0719,야간연장
휘경SK뷰어린이집,A,우수,우수,우수,우수,2020-03-01,2434,동대문구,11230000490,국공립,"서울특별시 동대문구 휘경로 60 휘경SK뷰아파트, 관리동",02-6949-3393,37.59352201,127.0662515,일반
휘경스마일어린이집,A,우수,우수,우수,우수,2023-07-01,2445,동대문구,11230000446,국공립,서울특별시 동대문구 이문로8길 8-7,02-959-6401,37.59148661,127.0577779,야간연장
휘경어린이집,A,우수,우수,우수,우수,2023-11-01,2496,동대문구,11230000027,국공립,서울특별시 동대문구 망우로10가길 15 (휘경동 308-196),02-2243-2831,37.5913124,127.0613223,"장애아통합,야간연장"
휴사랑어린이집,A,우수,우수,우수,우수,2023-01-01,2593,동대문구,11230000427,가정,서울특별시 동대문구 서울시립대로 14 청계한신휴플러스107-104 (답십리동),02-2244-4117,37.57239233,127.0459184,일반
가온누리어린이집,B,우수,우수,우수,보통,2022-06-01,2134,중랑구,11260000005,민간,서울특별시 중랑구 동일로99길 38 (면목동),02-433-6441,37.58794273,127.0776944,일반
경동제일어린이집,A,우수,우수,우수,우수,2022-01-01,2048,중랑구,11260000164,민간,서울특별시 중랑구 봉화산로 91 (중화동),02-434-2680,37.60265898,127.0848175,일반
금강어린이집,A,우수,우수,우수,우수,2022-08-01,2188,중랑구,11260000071,국공립,서울특별시 중랑구 용마산로100길 20 (망우동),02-434-9669,37.59123313,127.0991354,"장애아통합,야간연장,시간제보육"
금강펜테리움어린이집,A,우수,우수,우수,우수,2022-12-01,2057,중랑구,11260000473,국공립,서울특별시 중랑구 용마산로136길 160 관리동 (망우동),02-2208-6366,37.6089323,127.1100153,일반
금빛어린이집,B,우수,우수,보통,우수,2021-07-01,2250,중랑구,11260000214,민간,서울특별시 중랑구 용마산로53길 26 (면목동),02-433-1212,37.57831598,127.0894343,야간연장
금성어린이집,A,우수,우수,우수,우수,2022-03-01,2175,중랑구,11260000248,민간,서울특별시 중랑구 상봉로12길 44 (망우동),02-492-2808,37.59085622,127.09603,야간연장
금파어린이집,A,우수,우수,우수,우수,2020-01-01,2176,중랑구,11260000035,국공립,서울특별시 중랑구 용마산로 520-5 (망우동),02-434-0600,37.59752722,127.100714,"장애아통합,야간연장"
금호어린이집,A,우수,우수,우수,우수,2019-01-01,2036,중랑구,11260000416,가정,"서울특별시 중랑구 공릉로2길 39 ,102동106호(묵동,금호어울림아파트)",02-6012-7579,37.61289719,127.0799334,일반
금호어울림어린이집,A,우수,우수,우수,우수,2023-07-01,2057,중랑구,11260000476,국공립,서울특별시 중랑구 양원역로10길 75 금호어울림 관리동 (망우동),02-434-0678,37.56647,126.977963,일반
꼬마사랑어린이집,A,우수,우수,우수,우수,2021-02-01,2131,중랑구,11260000467,국공립,서울특별시 중랑구 봉우재로6길 9 (면목동),02-432-0097,37.58955609,127.0762882,"야간연장,휴일보육"
꼬마친구어린이집,B,우수,우수,우수,보통,2021-07-01,2075,중랑구,11260000413,가정,"서울특별시 중랑구 봉화산로 130 1304-104 (상봉동, 쌍용아파트)",02-3421-6373,37.60510182,127.0902171,일반
꿈마루어린이집,A,우수,우수,우수,우수,2022-06-01,2207,중랑구,11260000082,국공립,서울특별시 중랑구 겸재로50나길 71 (면목동),02-433-8734,37.58577249,127.094212,"장애아통합,야간연장"
꿈보어린이집,A,우수,우수,우수,우수,2020-01-01,2054,중랑구,11260000439,가정,"서울특별시 중랑구 신내로 110 12동102호(신내동,동성아파트)",070-4062-7600,37.60847577,127.0963109,일반
꿈사랑어린이집,A,우수,우수,우수,우수,2019-11-01,2028,중랑구,11260000290,가정,"서울특별시 중랑구 신내로19길 42 615동 106호(신내동, 신내대주아파트)",02-6461-2004,37.6153177,127.0911199,일반
꿈터어린이집,A,우수,우수,우수,우수,2020-07-01,2241,중랑구,11260000461,국공립,서울특별시 중랑구 사가정로42길 90 두산아파트 관리동(면목동),02-435-3382,37.57794352,127.0811923,야간연장
나래어린이집,A,우수,우수,우수,우수,2023-07-01,2143,중랑구,11260000125,민간,서울특별시 중랑구 봉우재로 94-3 (면목동),02-495-0670,37.59170446,127.0836959,야간연장
나무어린이집,A,우수,우수,우수,우수,2020-01-01,2094,중랑구,11260000286,가정,서울특별시 중랑구 동일로126길 5-12 (중화동),02-433-4279,37.5993875,127.0806585,일반
너나들이어린이집,B,우수,우수,보통,우수,2020-08-01,2263,중랑구,11260000455,협동,"서울특별시 중랑구 신내역로1길 145 102호(신내동,신내소행주)",070-7743-7772,37.61810391,127.1105045,일반
노벨어린이집,A,우수,우수,우수,우수,2023-08-01,2185,중랑구,11260000162,민간,서울특별시 중랑구 용마공원로 34-1 (망우동),02-439-8053,37.59263443,127.1016425,일반
뉴솔로몬어린이집,A,우수,우수,우수,우수,2023-07-01,2180,중랑구,11260000152,민간,서울특별시 중랑구 용마공원로5길 15 (망우동),02-495-0101,37.59537635,127.1016492,일반
늘푸른동아어린이집,A,우수,우수,우수,우수,2022-01-01,2247,중랑구,11260000081,민간,"서울특별시 중랑구 동일로 476 늘푸른동아아파트 102동 101호,102호 (면목동)",02-493-6985,37.57283234,127.0807064,"영아전담,야간연장"
늘해랑어린이집,A,우수,우수,우수,우수,2023-01-01,2170,중랑구,11260000249,민간,서울특별시 중랑구 상봉로26길 32 늘해랑어린이집,02-437-3232,37.59558384,127.0949598,일반
다솜어린이집,A,우수,우수,우수,우수,2023-01-01,2071,중랑구,11260000454,국공립,"서울특별시 중랑구 봉화산로56길 145-1 5동 103호(신내동, 중앙하이츠아파트)",02-6212-0330,37.60192314,127.0970816,야간연장
단비어린이집,B,우수,우수,보통,우수,2022-06-01,2237,중랑구,11260000239,민간,서울특별시 중랑구 면목로37길 57 두산3차아파트 301동 1층 (면목동),02-2209-1475,37.57975111,127.0829808,일반
대건어린이집,A,우수,우수,우수,우수,2022-06-01,2085,중랑구,11260000184,법인?단체등,서울특별시 중랑구 신내로7길 6 (신내동),02-2208-0457,37.60271093,127.0955304,일반
동심어린이집,A,우수,우수,우수,우수,2022-04-01,2180,중랑구,11260000471,국공립,서울특별시 중랑구 용마공원로3길 40 (망우동),02-432-6461,37.56647,126.977963,장애아통합
둘리어린이집,B,우수,우수,보통,우수,2021-03-01,2026,중랑구,11260000034,민간,서울특별시 중랑구 신내로 127 신내아파트관리사무소1층 (신내동),02-3421-9514,37.61197188,127.0961284,일반
둥지어린이집,A,우수,우수,우수,우수,2022-06-01,2019,중랑구,11260000046,국공립,서울특별시 중랑구 공릉로14길 19 (묵동),02-974-6893,37.61769423,127.0802529,야간연장
드림아이어린이집,B,보통,우수,우수,우수,2020-09-01,2095,중랑구,11260000391,가정,"서울특별시 중랑구 동일로 752 102동 102호(중화동, 중화한신아파트)",02-495-3378,37.59709077,127.0818281,일반
드림어린이집,A,우수,우수,우수,우수,2018-09-01,2201,중랑구,11260000432,국공립,서울특별시 중랑구 겸재로64길 23 (면목동),02-493-1692,37.58926327,127.096028,야간연장
디즈니프리스쿨어린이집,A,우수,우수,우수,우수,2022-01-01,2028,중랑구,11260000196,가정,"서울특별시 중랑구 신내로19길 42 608동 106호(신내동, 신내대주아파트)",02-3421-9647,37.60754222,127.0939927,일반
딸기어린이집,A,우수,우수,우수,우수,2019-11-01,2065,중랑구,11260000421,국공립,"서울특별시 중랑구 망우로75길 19 106동P층(망우동,중랑숲리가아파트)",02-2208-7707,37.60169865,127.1048168,야간연장
또또어린이집,A,우수,우수,우수,우수,2022-06-01,2225,중랑구,11260000075,국공립,서울특별시 중랑구 동일로 584 (면목동),02-434-8998,37.58266754,127.0813271,"야간연장,시간제보육"
또래또어린이집,A,우수,우수,우수,우수,2022-06-01,2035,중랑구,11260000085,가정,"서울특별시 중랑구 공릉로2나길 46 201동 102호(묵동, 신안2차아파트)",02-972-8645,37.61410646,127.0799256,일반
라온어린이집,A,우수,우수,우수,우수,2023-12-01,2234,중랑구,11260000469,국공립,서울특별시 중랑구 동일로91길 23 (면목동),02-432-5592,37.58212575,127.0787968,야간연장
라임어린이집,B,우수,보통,보통,보통,2022-07-01,2002,중랑구,11260000426,민간,서울특별시 중랑구 중랑역로 234-7 (묵동),02-976-2937,37.61453456,127.0758,일반
면일어린이집,A,우수,우수,우수,우수,2019-09-01,2157,중랑구,11260000074,국공립,서울특별시 중랑구 상봉로19길 13 (면목동),02-495-4604,37.59334212,127.0925774,"장애아통합,방과후 통합,야간연장,시간제보육"
명인어린이집,A,우수,우수,우수,우수,2022-06-01,2222,중랑구,11260000017,국공립,서울특별시 중랑구 면목로53길 70 (면목동),02-434-4651,37.58408567,127.0844448,"야간연장,휴일보육"
모모어린이집,A,우수,우수,우수,우수,2022-06-01,2086,중랑구,11260000219,민간,서울특별시 중랑구 송림길 16 훼밀리상가 (신내동),02-491-6141,37.60038836,127.0960409,일반
미리내어린이집,B,우수,우수,보통,우수,2020-02-01,2177,중랑구,11260000161,가정,서울특별시 중랑구 용마산로116길 58 (망우동),02-495-6908,37.59950469,127.1036346,일반
바다의별어린이집,A,우수,우수,우수,우수,2023-09-01,2197,중랑구,11260000063,민간,서울특별시 중랑구 면목로 388-23 (면목동),02-2209-3351,37.58715204,127.0886533,야간연장
배꽃어린이집,A,우수,우수,우수,우수,2022-06-01,2166,중랑구,11260000060,국공립,서울특별시 중랑구 용마산로109길 18 (망우동),02-494-5511,37.59749839,127.0990598,"장애아통합,야간연장"
배봉어린이집,A,우수,우수,우수,우수,2023-02-01,2043,중랑구,11260000070,국공립,서울특별시 중랑구 신내로 115 (신내동),02-3422-1891,37.60923861,127.094663,야간연장
베비텔어린이집,B,우수,보통,우수,보통,2023-07-01,2167,중랑구,11260000169,민간,서울특별시 중랑구 봉우재로65길 45 (망우동),02-493-0144,37.59710669,127.0974418,야간연장
별하어린이집,A,우수,우수,우수,우수,2023-11-01,2131,중랑구,11260000099,민간,서울특별시 중랑구 봉우재로12길 12-11 (면목동),02-433-1365,37.58943472,127.0774473,일반
보경어린이집,A,우수,우수,우수,우수,2020-01-01,2066,중랑구,11260000032,국공립,서울특별시 중랑구 망우로77길 12 (망우동),02-438-3368,37.60136921,127.1064027,"영아전담,야간연장"
보림어린이집,A,우수,우수,우수,우수,2020-11-01,2007,중랑구,11260000466,국공립,"서울특별시 중랑구 중랑천로 286 101동 101호(묵동, 현대아이파크)",02-948-0533,37.60997834,127.0742506,야간연장
봄내어린이집,A,우수,우수,우수,우수,2023-11-01,2217,중랑구,11260000115,민간,서울특별시 중랑구 면목로63길 47-4 (면목동),02-438-9707,37.58610744,127.085353,일반
봉화어린이집,B,우수,우수,우수,보통,2022-06-01,2044,중랑구,11260000062,국공립,"서울특별시 중랑구 봉화산로 165 (상봉동,신내12단지아파트 내 신내종합사회복지관 1층)",02-3421-2535,37.60528359,127.0910993,"장애아통합,야간연장"
사가정 아이파크어린이집,B,우수,우수,보통,우수,2021-11-01,2226,중랑구,11260000470,국공립,서울특별시 중랑구 동일로92길 40 (면목동),02-496-8077,37.56647,126.977963,야간연장
사과나무어린이집,A,우수,우수,우수,우수,2022-01-01,2221,중랑구,11260000004,민간,서울특별시 중랑구 사가정로51길 47 (면목동),02-2208-6010,37.58303409,127.0876947,일반
사랑나무어린이집,A,우수,우수,우수,우수,2021-06-01,2058,중랑구,11260000044,가정,"서울특별시 중랑구 용마산로 616 101동 101호(신내동, 새한아파트)",02-3421-7383,37.60526023,127.1013446,야간연장
사랑어린이집,A,우수,우수,우수,우수,2022-06-01,2013,중랑구,11260000067,국공립,서울특별시 중랑구 동일로143길 12-12 (묵동),02-973-2396,37.60584798,127.077786,"장애아통합,야간연장"
상봉삼성어린이집,A,우수,우수,우수,우수,2020-01-01,2154,중랑구,11260000159,법인?단체등,서울특별시 중랑구 면목로88길 9 (상봉동),02-434-0191,37.59412144,127.0868856,일반
상봉어린이집,A,우수,우수,우수,우수,2022-06-01,2081,중랑구,11260000078,국공립,서울특별시 중랑구 상봉중앙로6길 57 (상봉동),02-432-3421,37.60199993,127.0901279,"방과후 통합,야간연장"
새롬어린이집,A,우수,우수,우수,우수,2022-09-01,2249,중랑구,11260000246,국공립,서울특별시 중랑구 면목로42길 22 (면목동),02-494-7612,37.57950957,127.0891404,야간연장
새믿음어린이집,C,개선필요,보통,보통,우수,2022-03-01,2176,중랑구,11260000229,민간,서울특별시 중랑구 용마산로116길 26 (망우동),02-494-4545,37.59935035,127.10194,일반
새봄어린이집,A,우수,우수,우수,우수,2023-11-01,2113,중랑구,11260000381,민간,서울특별시 중랑구 중랑천로20길 27-4 (중화동),02-496-5209,37.59719023,127.0731118,일반
새솔어린이집,A,우수,우수,우수,우수,2022-04-01,2055,중랑구,11260000427,국공립,"서울특별시 중랑구 신내역로 165 (신내동, 신내우디안2단지아파트 관리동)",02-3422-1592,37.61655851,127.1097547,"장애아통합,야간연장"
새싹어린이집,B,우수,우수,보통,우수,2022-07-01,2136,중랑구,11260000015,국공립,서울특별시 중랑구 동일로118길 9 (상봉동),02-496-0866,37.59465252,127.0808967,"야간연장,휴일보육"
새우개 하나어린이집,A,우수,우수,우수,우수,2021-08-01,2052,중랑구,11260000468,국공립,서울특별시 중랑구 용마산로139다길 17 (신내동),02-438-1318,37.61885896,127.1024861,"장애아통합,야간연장"
새한어린이집,A,우수,우수,우수,우수,2023-08-01,2058,중랑구,11260000450,국공립,서울특별시 중랑구 용마산로 616 관리동 1층 (신내동),02-3421-7900,37.60493257,127.1012258,야간연장
색동어린이집,B,보통,보통,우수,보통,2020-01-01,2129,중랑구,11260000124,민간,서울특별시 중랑구 동일로109길 31 (면목동),02-493-8030,37.5916955,127.0783785,일반
서울의료원어린이집,A,우수,우수,우수,우수,2023-01-01,2053,중랑구,11260000403,직장,서울특별시 중랑구 신내로 156 (신내동),02-2276-7601,37.61305797,127.0984112,일반
서일대학교부설어린이집,A,우수,우수,우수,우수,2020-07-01,2192,중랑구,11260000462,국공립,서울특별시 중랑구 용마산로90길 28-5 (면목동),02-492-3993,37.56647,126.977963,"장애아통합,야간연장"
성애어린이집,B,우수,보통,보통,우수,2022-07-01,2071,중랑구,11260000213,민간,서울특별시 중랑구 신내로8길 46 성애어린이집 (신내동),02-433-2777,37.60234707,127.0976695,장애아통합
세모네모재능어린이집,A,우수,우수,우수,우수,2023-11-01,2102,중랑구,11260000010,민간,서울특별시 중랑구 중랑역로 72-8 (중화동),02-432-6167,37.6001453,127.0785925,일반
세화어린이집,A,우수,우수,우수,우수,2022-06-01,2105,중랑구,11260000013,국공립,서울특별시 중랑구 동일로123길 125 (중화동),02-492-4789,37.5996574,127.0742759,야간연장
수자인어린이집,A,우수,우수,우수,우수,2021-01-01,2260,중랑구,11260000465,국공립,서울특별시 중랑구 사가정로72길 26 한양수자인사가정파크 단지내 (면목동),02-432-8366,37.57991627,127.0939193,야간연장
숲속어린이집,A,우수,우수,우수,우수,2022-03-01,2242,중랑구,11260000244,가정,서울특별시 중랑구 답십리로75길 73 경남아너스빌아파트 106동 102호 (면목동),02-435-5788,37.57542279,127.0803531,일반
스머프어린이집,A,우수,우수,우수,우수,2022-07-01,2204,중랑구,11260000186,민간,서울특별시 중랑구 면목로66길 57 (면목동),02-2209-7546,37.58645938,127.0914956,야간연장
시온어린이집,A,우수,우수,우수,우수,2023-09-01,2155,중랑구,11260000083,민간,서울특별시 중랑구 면목로84길 31 (면목동),02-2207-6006,37.59215443,127.0885119,일반
신나라어린이집,A,우수,우수,우수,우수,2022-05-01,2132,중랑구,11260000472,국공립,서울특별시 중랑구 봉우재로2길 22 (면목동),02-432-5799,37.58835452,127.0743197,일반
신내데시앙어린이집,B,우수,우수,보통,우수,2021-06-01,2053,중랑구,11260000379,민간,서울특별시 중랑구 용마산로 669 신내데시앙아파트 114동 1층 (신내동),02-3421-0331,37.61320371,127.0994435,일반
신내어린이집,A,우수,우수,우수,우수,2022-06-01,2070,중랑구,11260000036,국공립,서울특별시 중랑구 용마산로125가길 39-26 (신내동),02-432-0880,37.60466108,127.0979236,"장애아통합,야간연장"
신사임당어린이집,A,우수,우수,우수,우수,2020-04-01,2076,중랑구,11260000460,국공립,"서울특별시 중랑구 신내로 51 104동 103호(신내동, 성원아파트)",02-494-2179,37.60473837,127.0941883,야간연장
신혜원어린이집,A,우수,우수,우수,우수,2023-01-01,2175,중랑구,11260000181,민간,서울특별시 중랑구 상봉로12가길 1 (망우동),02-432-8292,37.59060543,127.0941909,일반
아름뜰어린이집,A,우수,우수,우수,우수,2023-03-01,2080,중랑구,11260000444,국공립,서울특별시 중랑구 상봉중앙로8길 76 1509동 101호 (상봉동),02-6231-2848,37.60270608,127.0914656,야간연장
아미어린이집,A,우수,우수,우수,우수,2023-05-01,2069,중랑구,11260000448,국공립,서울특별시 중랑구 봉화산로56길 112 101동 102호 (신내동),02-436-3859,37.6040136,127.0968759,야간연장
아이나라어린이집,A,우수,우수,우수,우수,2022-04-01,2085,중랑구,11260000291,가정,"서울특별시 중랑구 신내로7길 20 204동 104호(신내동, 건영2차아파트)",02-434-6614,37.60156133,127.0956643,야간연장
아이누리어린이집,A,우수,우수,우수,우수,2023-05-01,2095,중랑구,11260000449,국공립,"서울특별시 중랑구 동일로 752 107동 102호 (중화동, 한신아파트)",02-433-1642,37.59700792,127.0820691,야간연장
아이뜰어린이집,A,우수,우수,우수,우수,2022-09-01,2246,중랑구,11260000101,민간,서울특별시 중랑구 면목로21길 5 (면목동),02-432-2472,37.57234675,127.0834842,야간연장
아이사랑어린이집,A,우수,우수,우수,우수,2021-07-01,2025,중랑구,11260000385,가정,"서울특별시 중랑구 신내로 155 802동 103호(신내동, 화성두산아파트)",02-3423-1239,37.61375788,127.0952074,"일반,시간제보육"
아이세상어린이집,A,우수,우수,우수,우수,2023-02-01,2053,중랑구,11260000380,가정,"서울특별시 중랑구 용마산로 669 106동 104호(신내동, 신내데시앙아파트)",02-3422-5279,37.61094027,127.0993213,일반
아이숲어린이집,A,우수,우수,우수,우수,2019-01-01,2077,중랑구,11260000458,국공립,"서울특별시 중랑구 봉화산로48길 62 104동 105호(상봉동,건영아파트)",02-432-2890,37.60405492,127.0953709,야간연장
아이어린이집,B,우수,우수,우수,보통,2023-08-01,2007,중랑구,11260000025,민간,서울특별시 중랑구 동일로157라길 12-20 (묵동),02-976-7571,37.61100987,127.0753494,일반
아이조아어린이집,A,우수,우수,우수,우수,2019-01-01,2079,중랑구,11260000274,민간,서울특별시 중랑구 신내로7가길 54-12 (상봉동),02-436-5205,37.60276813,127.0924175,일반
아이파크어린이집,A,우수,우수,우수,우수,2021-06-01,2007,중랑구,11260000149,민간,"서울특별시 중랑구 중랑천로 286 라동(묵동, 현대아이파크)",02-971-1266,37.61101942,127.0736945,야간연장
아침햇살어린이집,A,우수,우수,우수,우수,2023-05-01,2211,중랑구,11260000120,민간,서울특별시 중랑구 면목로54길 67 (면목동 433-34),02-492-4440,37.58332448,127.092224,일반
아해뜰어린이집,A,우수,우수,우수,우수,2022-07-01,2185,중랑구,11260000165,민간,서울특별시 중랑구 용마산로100길 47 (망우동),02-433-1202,37.59094712,127.100621,일반
알지오어린이집,A,우수,우수,우수,우수,2023-02-01,2004,중랑구,11260000195,민간,서울특별시 중랑구 봉화산로3길 229-6 (묵동),02-3422-0988,37.61166238,127.0755208,일반
알콩달콩어린이집,B,우수,보통,우수,우수,2023-07-01,2025,중랑구,11260000447,국공립,서울특별시 중랑구 신내로 155 808동 109호 (신내동),02-3423-3577,37.61385808,127.0943244,야간연장
어울림어린이집,A,우수,우수,우수,우수,2021-07-01,2060,중랑구,11260000441,국공립,서울특별시 중랑구 망우로73길 47 (망우동),02-496-9497,37.60261351,127.1032056,야간연장
에코맘어린이집,A,우수,우수,우수,우수,2022-12-01,2095,중랑구,11260000202,가정,"서울특별시 중랑구 동일로 752 109동 107호(중화동, 중화한신아파트)",02-2208-1155,37.59709077,127.0818281,일반
에코비자연어린이집,A,우수,우수,우수,우수,2021-07-01,2094,중랑구,11260000374,민간,서울특별시 중랑구 동일로126길 49-1 (중화동),02-433-5679,37.59894493,127.0830805,일반
엘스타시온어린이집,A,우수,우수,우수,우수,2023-07-01,2057,중랑구,11260000475,국공립,서울특별시 중랑구 양원역로10길 47 엘스타시온 관리동 (망우본동),02-433-9702,37.56647,126.977963,일반
여명어린이집,A,우수,우수,우수,우수,2022-01-01,2037,중랑구,11260000027,가정,서울특별시 중랑구 동일로160길 49 (묵동),02-976-2806,37.61122554,127.080464,"영아전담,야간연장,시간제보육"
열린꿈어린이집,A,우수,우수,우수,우수,2020-02-01,2028,중랑구,11260000435,국공립,"서울특별시 중랑구 신내로19길 42 612동 101호(신내동, 신내대주아파트)",02-3423-0079,37.61424613,127.0912329,야간연장
열린창의어린이집,A,우수,우수,우수,우수,2023-11-01,131851,중랑구,11260000237,민간,서울특별시 중랑구 중랑천로 324 (묵동),02-976-9834,37.61367662,127.0731269,일반
열매어린이집,B,우수,우수,우수,우수,2021-02-01,2141,중랑구,11260000068,국공립,서울특별시 중랑구 동일로100길 26 (면목동),02-433-9889,37.58855151,127.0814665,"장애아통합,야간연장"
영재사관어린이집,A,우수,우수,우수,우수,2020-01-01,2233,중랑구,11260000254,민간,서울특별시 중랑구 동일로95나길 12-8 (면목동),02-432-2344,37.58441178,127.0771145,일반
영재스쿨어린이집,A,우수,우수,우수,우수,2022-07-01,2095,중랑구,11260000052,가정,"서울특별시 중랑구 동일로 752 109동 102호(중화동, 중화한신아파트)",02-491-9170,37.59709077,127.0818281,일반
영재어린이집,A,우수,우수,우수,우수,2023-07-01,2162,중랑구,11260000061,민간,서울특별시 중랑구 상봉로11길 44-7 (면목동),02-2209-1390,37.590298,127.0909885,야간연장
예그린어린이집,A,우수,우수,우수,우수,2023-01-01,2018,중랑구,11260000405,가정,"서울특별시 중랑구 공릉로13길 30 102동 104호(묵동, 묵동신도아파트)",02-6215-0084,37.61718339,127.0782072,"일반,시간제보육"
예담어린이집,A,우수,우수,우수,우수,2020-03-01,2133,중랑구,11260000097,가정,"서울특별시 중랑구 중랑천로 20 3동 101호(면목동, 한신아파트)",02-436-9125,37.58750876,127.0760087,일반
예쁘지오어린이집,A,우수,우수,우수,우수,2020-03-01,2076,중랑구,11260000411,가정,서울특별시 중랑구 신내로 51,02-433-6645,37.60604965,127.0948932,일반
예쁜꼬마어린이집,A,우수,우수,우수,우수,2022-12-01,2004,중랑구,11260000023,가정,"서울특별시 중랑구 동일로169길 41 103동 102호(묵동, 동구햇살아파트)",02-495-3527,37.61330767,127.0745643,일반
예쁜별어린이집,A,우수,우수,우수,우수,2023-03-01,2054,중랑구,11260000445,국공립,"서울특별시 중랑구 신내로 110 13동 106호(신내동, 동성아파트)",02-438-5751,37.60979843,127.0962945,야간연장
예쁜새싹어린이집,A,우수,우수,우수,우수,2023-02-01,2212,중랑구,11260000137,민간,서울특별시 중랑구 면목로44라길 12 (면목동),02-433-1539,37.58147133,127.0916933,일반
예슬어린이집,A,우수,우수,우수,우수,2023-01-01,2084,중랑구,11260000453,국공립,"서울특별시 중랑구 신내로7나길 24 212동 102호(상봉동, 건영2차아파트)",02-434-6563,37.60135716,127.0928003,야간연장
예일어린이집,A,우수,우수,우수,우수,2022-04-01,2094,중랑구,11260000160,민간,서울특별시 중랑구 동일로126길 6 (중화동),02-438-5678,37.59863624,127.0804627,야간연장
올망졸망어린이집,B,보통,우수,우수,우수,2023-02-01,2054,중랑구,11260000198,가정,"서울특별시 중랑구 신내로 128 3동 103호(신내동, 동성아파트)",02-433-7686,37.6083386,127.0960908,일반
