어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스
명인어린이집,A,우수,우수,우수,우수,2022-06-01,2222,중랑구,11260000017,국공립,서울특별시 중랑구 면목로53길 70 (면목동),02-434-4651,37.58408567,127.0844448,"야간연장,휴일보육"
모모어린이집,A,우수,우수,우수,우수,2022-06-01,2086,중랑구,11260000219,민간,서울특별시 중랑구 송림길 16 훼밀리상가 (신내동),02-491-6141,37.60038836,127.0960409,일반
미리내어린이집,B,우수,우수,보통,우수,2020-02-01,2177,중랑구,11260000161,가정,서울특별시 중랑구 용마산로116길 58 (망우동),02-495-6908,37.59950469,127.1036346,일반
바다의별어린이집,A,우수,우수,우수,우수,2023-09-01,2197,중랑구,11260000063,민간,서울특별시 중랑구 면목로 388-23 (면목동),02-2209-3351,37.58715204,127.0886533,야간연장
배꽃어린이집,A,우수,우수,우수,우수,2022-06-01,2166,중랑구,11260000060,국공립,서울특별시 중랑구 용마산로109길 18 (망우동),02-494-5511,37.59749839,127.0990598,"장애아통합,야간연장"
배봉어린이집,A,우수,우수,우수,우수,2023-02-01,2043,중랑구,11260000070,국공립,서울특별시 중랑구 신내로 115 (신내동),02-3422-1891,37.60923861,127.094663,야간연장
베비텔어린이집,B,우수,보통,우수,보통,2023-07-01,2167,중랑구,11260000169,민간,서울특별시 중랑구 봉우재로65길 45 (망우동),02-493-0144,37.59710669,127.0974418,야간연장
별하어린이집,A,우수,우수,우수,우수,2023-11-01,2131,중랑구,11260000099,민간,서울특별시 중랑구 봉우재로12길 12-11 (면목동),02-433-1365,37.58943472,127.0774473,일반
보경어린이집,A,우수,우수,우수,우수,2020-01-01,2066,중랑구,11260000032,국공립,서울특별시 중랑구 망우로77길 12 (망우동),02-438-3368,37.60136921,127.1064027,"영아전담,야간연장"
보림어린이집,A,우수,우수,우수,우수,2020-11-01,2007,중랑구,11260000466,국공립,"서울특별시 중랑구 중랑천로 286 101동 101호(묵동, 현대아이파크)",02-948-0533,37.60997834008334,127.07425058726479,야간연장
봄내어린이집,A,우수,우수,우수,우수,2023-11-01,2217,중랑구,11260000115,민간,서울특별시 중랑구 면목로63길 47-4 (면목동),02-438-9707,37.58610744,127.085353,일반
봉화어린이집,B,우수,우수,우수,보통,2022-06-01,2044,중랑구,11260000062,국공립,"서울특별시 중랑구 봉화산로 165 (상봉동,신내12단지아파트 내 신내종합사회복지관 1층)",02-3421-2535,37.60528359,127.0910993,"장애아통합,야간연장"
사가정 아이파크어린이집,B,우수,우수,보통,우수,2021-11-01,2226,중랑구,11260000470,국공립,서울특별시 중랑구 동일로92길 40 (면목동),02-496-8077,37.56647,126.977963,야간연장
사과나무어린이집,A,우수,우수,우수,우수,2022-01-01,2221,중랑구,11260000004,민간,서울특별시 중랑구 사가정로51길 47 (면목동),02-2208-6010,37.58303409,127.0876947,일반
사랑나무어린이집,A,우수,우수,우수,우수,2021-06-01,2058,중랑구,11260000044,가정,"서울특별시 중랑구 용마산로 616 101동 101호(신내동, 새한아파트)",02-3421-7383,37.60526023,127.1013446,야간연장
사랑어린이집,A,우수,우수,우수,우수,2022-06-01,2013,중랑구,11260000067,국공립,서울특별시 중랑구 동일로143길 12-12 (묵동),02-973-2396,37.60584798,127.077786,"장애아통합,야간연장"
상봉삼성어린이집,A,우수,우수,우수,우수,2020-01-01,2154,중랑구,11260000159,법인?단체등,서울특별시 중랑구 면목로88길 9 (상봉동),02-434-0191,37.59412144,127.0868856,일반
상봉어린이집,A,우수,우수,우수,우수,2022-06-01,2081,중랑구,11260000078,국공립,서울특별시 중랑구 상봉중앙로6길 57 (상봉동),02-432-3421,37.60199993,127.0901279,"방과후 통합,야간연장"
새롬어린이집,A,우수,우수,우수,우수,2022-09-01,2249,중랑구,11260000246,국공립,서울특별시 중랑구 면목로42길 22 (면목동),02-494-7612,37.57950957,127.0891404,야간연장
새믿음어린이집,C,개선필요,보통,보통,우수,2022-03-01,2176,중랑구,11260000229,민간,서울특별시 중랑구 용마산로116길 26 (망우동),02-494-4545,37.59935035,127.10194,일반
새봄어린이집,A,우수,우수,우수,우수,2023-11-01,2113,중랑구,11260000381,민간,서울특별시 중랑구 중랑천로20길 27-4 (중화동),02-496-5209,37.59719023,127.0731118,일반
새솔어린이집,A,우수,우수,우수,우수,2022-04-01,2055,중랑구,11260000427,국공립,"서울특별시 중랑구 신내역로 165 (신내동, 신내우디안2단지아파트 관리동)",02-3422-1592,37.61655851008975,127.10975465651012,"장애아통합,야간연장"
새싹어린이집,B,우수,우수,보통,우수,2022-07-01,2136,중랑구,11260000015,국공립,서울특별시 중랑구 동일로118길 9 (상봉동),02-496-0866,37.59465252,127.0808967,"야간연장,휴일보육"
새우개 하나어린이집,A,우수,우수,우수,우수,2021-08-01,2052,중랑구,11260000468,국공립,서울특별시 중랑구 용마산로139다길 17 (신내동),02-438-1318,37.61885896128479,127.10248614533911,"장애아통합,야간연장"
새한어린이집,A,우수,우수,우수,우수,2023-08-01,2058,중랑구,11260000450,국공립,서울특별시 중랑구 용마산로 616 관리동 1층 (신내동),02-3421-7900,37.6049325667,127.1012258353,야간연장
색동어린이집,B,보통,보통,우수,보통,2020-01-01,2129,중랑구,11260000124,민간,서울특별시 중랑구 동일로109길 31 (면목동),02-493-8030,37.5916955,127.0783785,일반
서울의료원어린이집,A,우수,우수,우수,우수,2023-01-01,2053,중랑구,11260000403,직장,서울특별시 중랑구 신내로 156 (신내동),02-2276-7601,37.61305797,127.0984112,일반
서일대학교부설어린이집,A,우수,우수,우수,우수,2020-07-01,2192,중랑구,11260000462,국공립,서울특별시 중랑구 용마산로90길 28-5 (면목동),02-492-3993,37.56647,126.977963,"장애아통합,야간연장"
성애어린이집,B,우수,보통,보통,우수,2022-07-01,2071,중랑구,11260000213,민간,서울특별시 중랑구 신내로8길 46 성애어린이집 (신내동),02-433-2777,37.60234707,127.0976695,장애아통합
세모네모재능어린이집,A,우수,우수,우수,우수,2023-11-01,2102,중랑구,11260000010,민간,서울특별시 중랑구 중랑역로 72-8 (중화동),02-432-6167,37.6001453,127.0785925,일반
세화어린이집,A,우수,우수,우수,우수,2022-06-01,2105,중랑구,11260000013,국공립,서울특별시 중랑구 동일로123길 125 (중화동),02-492-4789,37.5996574,127.0742759,야간연장
수자인어린이집,A,우수,우수,우수,우수,2021-01-01,2260,중랑구,11260000465,국공립,서울특별시 중랑구 사가정로72길 26 한양수자인사가정파크 단지내 (면목동),02-432-8366,37.5799162665608,127.0939193250278,야간연장
숲속어린이집,A,우수,우수,우수,우수,2022-03-01,2242,중랑구,11260000244,가정,서울특별시 중랑구 답십리로75길 73 경남아너스빌아파트 106동 102호 (면목동),02-435-5788,37.57542279,127.0803531,일반
스머프어린이집,A,우수,우수,우수,우수,2022-07-01,2204,중랑구,11260000186,민간,서울특별시 중랑구 면목로66길 57 (면목동),02-2209-7546,37.58645937998613,127.09149557422478,야간연장
시온어린이집,A,우수,우수,우수,우수,2023-09-01,2155,중랑구,11260000083,민간,서울특별시 중랑구 면목로84길 31 (면목동),02-2207-6006,37.59215443,127.0885119,일반
신나라어린이집,A,우수,우수,우수,우수,2022-05-01,2132,중랑구,11260000472,국공립,서울특별시 중랑구 봉우재로2길 22 (면목동),02-432-5799,37.588354518354414,127.0743196800634,일반
신내데시앙어린이집,B,우수,우수,보통,우수,2021-06-01,2053,중랑구,11260000379,민간,서울특별시 중랑구 용마산로 669 신내데시앙아파트 114동 1층 (신내동),02-3421-0331,37.61320371,127.0994435,일반
신내어린이집,A,우수,우수,우수,우수,2022-06-01,2070,중랑구,11260000036,국공립,서울특별시 중랑구 용마산로125가길 39-26 (신내동),02-432-0880,37.60466108,127.0979236,"장애아통합,야간연장"
신사임당어린이집,A,우수,우수,우수,우수,2020-04-01,2076,중랑구,11260000460,국공립,"서울특별시 중랑구 신내로 51 104동 103호(신내동, 성원아파트)",02-494-2179,37.60473837321414,127.09418834457914,야간연장
신혜원어린이집,A,우수,우수,우수,우수,2023-01-01,2175,중랑구,11260000181,민간,서울특별시 중랑구 상봉로12가길 1 (망우동),02-432-8292,37.59060542837873,127.09419091200247,일반
아름뜰어린이집,A,우수,우수,우수,우수,2023-03-01,2080,중랑구,11260000444,국공립,서울특별시 중랑구 상봉중앙로8길 76 1509동 101호 (상봉동),02-6231-2848,37.6027060794,127.0914656404,야간연장
아미어린이집,A,우수,우수,우수,우수,2023-05-01,2069,중랑구,11260000448,국공립,서울특별시 중랑구 봉화산로56길 112 101동 102호 (신내동),02-436-3859,37.6040136039,127.0968759111,야간연장
아이나라어린이집,A,우수,우수,우수,우수,2022-04-01,2085,중랑구,11260000291,가정,"서울특별시 중랑구 신내로7길 20 204동 104호(신내동, 건영2차아파트)",02-434-6614,37.60156133,127.0956643,야간연장
아이누리어린이집,A,우수,우수,우수,우수,2023-05-01,2095,중랑구,11260000449,국공립,"서울특별시 중랑구 동일로 752 107동 102호 (중화동, 한신아파트)",02-433-1642,37.597007915,127.0820691159,야간연장
아이뜰어린이집,A,우수,우수,우수,우수,2022-09-01,2246,중랑구,11260000101,민간,서울특별시 중랑구 면목로21길 5 (면목동),02-432-2472,37.57234674619556,127.08348420066172,야간연장
아이사랑어린이집,A,우수,우수,우수,우수,2021-07-01,2025,중랑구,11260000385,가정,"서울특별시 중랑구 신내로 155 802동 103호(신내동, 화성두산아파트)",02-3423-1239,37.61375788,127.0952074,"일반,시간제보육"
아이세상어린이집,A,우수,우수,우수,우수,2023-02-01,2053,중랑구,11260000380,가정,"서울특별시 중랑구 용마산로 669 106동 104호(신내동, 신내데시앙아파트)",02-3422-5279,37.61094027,127.0993213,일반
아이숲어린이집,A,우수,우수,우수,우수,2019-01-01,2077,중랑구,11260000458,국공립,"서울특별시 중랑구 봉화산로48길 62 104동 105호(상봉동,건영아파트)",02-432-2890,37.60405492371118,127.09537091314166,야간연장
아이어린이집,B,우수,우수,우수,보통,2023-08-01,2007,중랑구,11260000025,민간,서울특별시 중랑구 동일로157라길 12-20 (묵동),02-976-7571,37.61100987,127.0753494,일반
아이조아어린이집,A,우수,우수,우수,우수,2019-01-01,2079,중랑구,11260000274,민간,서울특별시 중랑구 신내로7가길 54-12 (상봉동),02-436-5205,37.60276813,127.0924175,일반
아이파크어린이집,A,우수,우수,우수,우수,2021-06-01,2007,중랑구,11260000149,민간,"서울특별시 중랑구 중랑천로 286 라동(묵동, 현대아이파크)",02-971-1266,37.61101942,127.0736945,야간연장
아침햇살어린이집,A,우수,우수,우수,우수,2023-05-01,2211,중랑구,11260000120,민간,서울특별시 중랑구 면목로54길 67 (면목동 433-34),02-492-4440,37.58332448430952,127.09222395872186,일반
아해뜰어린이집,A,우수,우수,우수,우수,2022-07-01,2185,중랑구,11260000165,민간,서울특별시 중랑구 용마산로100길 47 (망우동),02-433-1202,37.59094712,127.100621,일반
알지오어린이집,A,우수,우수,우수,우수,2023-02-01,2004,중랑구,11260000195,민간,서울특별시 중랑구 봉화산로3길 229-6 (묵동),02-3422-0988,37.611662383470886,127.0755207563429,일반
알콩달콩어린이집,B,우수,보통,우수,우수,2023-07-01,2025,중랑구,11260000447,국공립,서울특별시 중랑구 신내로 155 808동 109호 (신내동),02-3423-3577,37.6138580761,127.0943244338,야간연장
어울림어린이집,A,우수,우수,우수,우수,2021-07-01,2060,중랑구,11260000441,국공립,서울특별시 중랑구 망우로73길 47 (망우동),02-496-9497,37.60261350603126,127.10320560817084,야간연장
에코맘어린이집,A,우수,우수,우수,우수,2022-12-01,2095,중랑구,11260000202,가정,"서울특별시 중랑구 동일로 752 109동 107호(중화동, 중화한신아파트)",02-2208-1155,37.59709077,127.0818281,일반
에코비자연어린이집,A,우수,우수,우수,우수,2021-07-01,2094,중랑구,11260000374,민간,서울특별시 중랑구 동일로126길 49-1 (중화동),02-433-5679,37.59894493,127.0830805,일반
엘스타시온어린이집,A,우수,우수,우수,우수,2023-07-01,2057,중랑구,11260000475,국공립,서울특별시 중랑구 양원역로10길 47 엘스타시온 관리동 (망우본동),02-433-9702,37.56647,126.977963,일반
여명어린이집,A,우수,우수,우수,우수,2022-01-01,2037,중랑구,11260000027,가정,서울특별시 중랑구 동일로160길 49 (묵동),02-976-2806,37.61122554,127.080464,"영아전담,야간연장,시간제보육"
열린꿈어린이집,A,우수,우수,우수,우수,2020-02-01,2028,중랑구,11260000435,국공립,"서울특별시 중랑구 신내로19길 42 612동 101호(신내동, 신내대주아파트)",02-3423-0079,37.61424612970796,127.0912328611748,야간연장
열린창의어린이집,A,우수,우수,우수,우수,2023-11-01,131851,중랑구,11260000237,민간,서울특별시 중랑구 중랑천로 324 (묵동),02-976-9834,37.61367662,127.0731269,일반
열매어린이집,B,우수,우수,우수,우수,2021-02-01,2141,중랑구,11260000068,국공립,서울특별시 중랑구 동일로100길 26 (면목동),02-433-9889,37.58855151,127.0814665,"장애아통합,야간연장"
영재사관어린이집,A,우수,우수,우수,우수,2020-01-01,2233,중랑구,11260000254,민간,서울특별시 중랑구 동일로95나길 12-8 (면목동),02-432-2344,37.58441178349575,127.07711448859956,일반
영재스쿨어린이집,A,우수,우수,우수,우수,2022-07-01,2095,중랑구,11260000052,가정,"서울특별시 중랑구 동일로 752 109동 102호(중화동, 중화한신아파트)",02-491-9170,37.59709077,127.0818281,일반
영재어린이집,A,우수,우수,우수,우수,2023-07-01,2162,중랑구,11260000061,민간,서울특별시 중랑구 상봉로11길 44-7 (면목동),02-2209-1390,37.590297999205,127.09098849128834,야간연장
예그린어린이집,A,우수,우수,우수,우수,2023-01-01,2018,중랑구,11260000405,가정,"서울특별시 중랑구 공릉로13길 30 102동 104호(묵동, 묵동신도아파트)",02-6215-0084,37.6171833917144,127.078207179531,"일반,시간제보육"
예담어린이집,A,우수,우수,우수,우수,2020-03-01,2133,중랑구,11260000097,가정,"서울특별시 중랑구 중랑천로 20 3동 101호(면목동, 한신아파트)",02-436-9125,37.5875087623864,127.07600867539259,일반
예쁘지오어린이집,A,우수,우수,우수,우수,2020-03-01,2076,중랑구,11260000411,가정,서울특별시 중랑구 신내로 51,02-433-6645,37.606049654631,127.094893185828,일반
예쁜꼬마어린이집,A,우수,우수,우수,우수,2022-12-01,2004,중랑구,11260000023,가정,"서울특별시 중랑구 동일로169길 41 103동 102호(묵동, 동구햇살아파트)",02-495-3527,37.61330767,127.0745643,일반
예쁜별어린이집,A,우수,우수,우수,우수,2023-03-01,2054,중랑구,11260000445,국공립,"서울특별시 중랑구 신내로 110 13동 106호(신내동, 동성아파트)",02-438-5751,37.6097984319,127.0962944847,야간연장
예쁜새싹어린이집,A,우수,우수,우수,우수,2023-02-01,2212,중랑구,11260000137,민간,서울특별시 중랑구 면목로44라길 12 (면목동),02-433-1539,37.58147132943751,127.0916932524827,일반
예슬어린이집,A,우수,우수,우수,우수,2023-01-01,2084,중랑구,11260000453,국공립,"서울특별시 중랑구 신내로7나길 24 212동 102호(상봉동, 건영2차아파트)",02-434-6563,37.6013571562,127.0928002543,야간연장
예일어린이집,A,우수,우수,우수,우수,2022-04-01,2094,중랑구,11260000160,민간,서울특별시 중랑구 동일로126길 6 (중화동),02-438-5678,37.59863624,127.0804627,야간연장
올망졸망어린이집,B,보통,우수,우수,우수,2023-02-01,2054,중랑구,11260000198,가정,"서울특별시 중랑구 신내로 128 3동 103호(신내동, 동성아파트)",02-433-7686,37.6083386,127.0960908,일반
요한어린이집,B,우수,우수,보통,보통,2023-09-01,2237,중랑구,11260000215,민간,서울특별시 중랑구 면목로37길 37 (면목동),02-439-8696,37.57948182,127.0843891,일반
용마어린이집,A,우수,우수,우수,우수,2022-06-01,2201,중랑구,11260000073,국공립,서울특별시 중랑구 용마산로 393 (면목동),02-439-5595,37.58699309,127.0951646,"장애아통합,야간연장"
우남어린이집,A,우수,우수,우수,우수,2023-12-01,2068,중랑구,11260000457,국공립,"서울특별시 중랑구 봉화산로56길 51 101동 101호(신내동,우남푸르미아아파트)",02-3422-5790,37.60600409382302,127.09853448866777,야간연장
우리들어린이집,B,보통,우수,우수,우수,2020-09-01,2034,중랑구,11260000464,국공립,서울특별시 중랑구 공릉로4길 18-13 (묵동),02-973-0577,37.612626285949325,127.07919418419397,야간연장
우리어린이집,A,우수,우수,우수,우수,2022-07-01,2055,중랑구,11260000146,가정,"서울특별시 중랑구 신내역로 165 217동 304호(신내동, 우디안아파트)",02-2207-6888,37.61546340295761,127.11115185978927,일반
우주어린이집,A,우수,우수,우수,우수,2023-08-01,131786,중랑구,11260000281,가정,"서울특별시 중랑구 신내로19길 42 611동 102호(신내동, 신내대주아파트)",070-7715-7773,37.6153177,127.0911199,일반
유진어린이집,A,우수,우수,우수,우수,2021-08-01,2003,중랑구,11260000438,국공립,"서울특별시 중랑구 중랑천로 332 102동 106호(묵동, 한국아파트)",02-976-9066,37.61458282421586,127.07356143007829,야간연장
은솔어린이집,A,우수,우수,우수,우수,2020-03-01,2084,중랑구,11260000404,가정,"서울특별시 중랑구 신내로7나길 24 209동 103호(상봉동, 건영2차아파트)",02-433-3526,37.6007399003291,127.091756569348,일반
은혜삐아제어린이집,A,우수,우수,우수,우수,2023-11-01,2240,중랑구,11260000140,민간,서울특별시 중랑구 답십리로81길 130 (면목동),02-435-5956,37.57693449,127.0853079,야간연장
이수어린이집,A,우수,우수,우수,우수,2023-12-01,2020,중랑구,11260000456,국공립,"서울특별시 중랑구 공릉로18길 59 105동107호(묵동,브라운스톤태릉아파트)",02-949-8915,37.61884820766656,127.08162191578565,야간연장
이화어린이집,A,우수,우수,우수,우수,2022-06-01,2247,중랑구,11260000236,국공립,서울특별시 중랑구 면목로27길 85 (면목동),02-432-4425,37.57397386,127.080809,야간연장
이화키즈어린이집,A,우수,우수,우수,우수,2023-08-01,2027,중랑구,11260000418,가정,"서울특별시 중랑구 신내로17길 39 714-101 (신내동, 진로아파트)",02-3422-1002,37.61307311776275,127.0934400096942,일반
자람어린이집,A,우수,우수,우수,우수,2021-07-01,2196,중랑구,11260000437,국공립,"서울특별시 중랑구 사가정로71길 11 101동 101호(면목동, 용마2차한신아파트)",02-435-6806,37.56647,126.977963,야간연장
자연아이발트슐레어린이집,A,우수,우수,우수,우수,2023-08-01,2039,중랑구,11260000156,민간,서울특별시 중랑구 동일로154길 7-7 (묵동),02-977-2299,37.60930568,127.0784172,일반
자연어린이집,B,우수,우수,보통,우수,2023-11-01,2176,중랑구,11260000016,민간,서울특별시 중랑구 용마산로114길 4 (망우동),02-496-4446,37.59883209,127.101209,일반
작은숲어린이집,A,우수,우수,우수,우수,2022-12-01,2029,중랑구,11260000396,가정,"서울특별시 중랑구 숙선옹주로 91 408동 101호(묵동, 신내아파트)",02-3422-4291,37.61631732,127.0847554,일반
점프어린이집,A,우수,우수,우수,우수,2019-01-01,2139,중랑구,11260000116,민간,서울특별시 중랑구 동일로112길 21 (상봉동),02-495-8787,37.59304343,127.082076,야간연장
중랑경찰서어린이집,A,우수,우수,우수,우수,2023-07-01,2055,중랑구,11260000477,직장,서울특별시 중랑구 신내역로3길 40-10,02-3423-3330,37.618109303971686,127.10458057846016,일반
중랑구청직장어린이집,A,우수,우수,우수,우수,2022-06-01,2043,중랑구,11260000076,직장,"서울특별시 중랑구 봉화산로 179 (신내동, 중랑구청 1층)",02-3422-3687,37.6065649369,127.0927251834,"방과후 통합,야간연장"
참사랑어린이집,A,우수,우수,우수,우수,2023-01-01,2161,중랑구,11260000095,가정,서울특별시 중랑구 면목로74길 27 1층 (면목동),02-496-1412,37.58944779,127.0889899,일반
참새어린이집,A,우수,우수,우수,우수,2022-06-01,2067,중랑구,11260000176,가정,"서울특별시 중랑구 봉화산로 216 401동 106호(신내동, 동성아파트)",02-3421-0925,37.60678041,127.0965219,일반
참예은어린이집,A,우수,우수,우수,우수,2023-08-01,2137,중랑구,11260000091,민간,서울특별시 중랑구 동일로116길 47 (상봉동),02-435-0434,37.59470481223367,127.08359409633395,일반
책사랑어린이집,A,우수,우수,우수,우수,2019-01-01,2027,중랑구,11260000279,가정,"서울특별시 중랑구 신내로17길 41 706동 102호(신내동, 진로)",02-3421-1605,37.61412791,127.0932898,일반
천사어린이집,B,우수,우수,보통,우수,2022-04-01,2250,중랑구,11260000066,국공립,서울특별시 중랑구 사가정로64길 10-4 (면목동),02-2207-8004,37.5798689,127.0918057,"장애아통합,야간연장"
초록별어린이집,A,우수,우수,우수,우수,2020-03-01,2029,중랑구,11260000177,가정,"서울특별시 중랑구 숙선옹주로 91 ,406동 106호(묵동, 신내아파트)",02-3422-1117,37.61631732,127.0847554,일반
초롱어린이집,B,우수,우수,우수,우수,2022-06-01,2110,중랑구,11260000048,국공립,서울특별시 중랑구 중랑역로3길 28 (중화동),02-436-9439,37.59502196,127.0747863,"장애아통합,야간연장"
초원어린이집,A,우수,우수,우수,우수,2023-08-01,2071,중랑구,11260000238,민간,서울특별시 중랑구 용마산로125나길 15 (신내동),02-2209-4546,37.60361858,127.099695,일반
키움어린이집,A,우수,우수,우수,우수,2021-09-01,2040,중랑구,11260000206,가정,"서울특별시 중랑구 공릉로2라길 4 104동 101호(묵동, 묵동신안아파트)",02-910-8888,37.61267595,127.0808935,일반
키즈어울림어린이집,A,우수,우수,우수,우수,2021-09-01,2063,중랑구,11260000474,국공립,서울특별시 중랑구 양원역로 18 108동 107호 (망우동),02-433-3401,37.60185770634747,127.10955752867191,일반
태화어린이집,A,우수,우수,우수,우수,2022-03-01,2043,중랑구,11260000226,민간,서울특별시 중랑구 봉화산로 193 신내대명 아파트 단지내 (신내동),02-3421-1141,37.60754222,127.0939927,일반
포그니어린이집,B,우수,우수,보통,우수,2022-06-01,2079,중랑구,11260000039,가정,"서울특별시 중랑구 신내로7가길 31 101동 102호(상봉동, 동부건영아파트)",02-2208-4910,37.60219938,127.0942693,일반
푸르미어린이집,B,우수,우수,우수,보통,2020-02-01,2068,중랑구,11260000409,가정,"서울특별시 중랑구 봉화산로56길 51 102-104(신내동, 우남푸르미아파트)",02-3421-5005,37.6060426239043,127.099128690088,일반
푸른솔몬테소리어린이집,B,보통,우수,우수,우수,2021-07-01,2089,중랑구,11260000259,민간,서울특별시 중랑구 봉화산로22길 14 (중화동),02-963-5004,37.60146063,127.0814585,일반
푸른숲어린이집,A,우수,우수,우수,우수,2021-01-01,2191,중랑구,11260000463,국공립,서울특별시 중랑구 용마산로94길 94 (면목동),02-2208-3004,37.5873425361448,127.10225044186276,야간연장
피노키오어린이집,A,우수,우수,우수,우수,2023-03-01,2075,중랑구,11260000041,민간,서울특별시 중랑구 봉화산로 146 LG쌍용아파트 1309동 1층(상봉동),02-6462-1232,37.6036078888,127.0904022299,일반
하늘빛어린이집,B,우수,우수,우수,보통,2023-01-01,2049,중랑구,11260000433,국공립,서울특별시 중랑구 봉화산로21길 14 (중화동),02-434-7117,37.6022372355317,127.08211109816182,야간연장
하늘숲어린이집,C,우수,우수,우수,개선필요,2022-12-01,2031,중랑구,11260000185,가정,서울특별시 중랑구 숙선옹주로3길 20-7 (묵동),02-978-5005,37.61510939,127.0799359,야간연장
하늘채어린이집,A,우수,우수,우수,우수,2023-01-01,2256,중랑구,11260000451,국공립,"서울특별시 중랑구 용마산로 210 102동(면목동,용마산하늘채)",02-491-0901,37.5718558153,127.0870720341,야간연장
하람어린이집,A,우수,우수,우수,우수,2023-07-01,2055,중랑구,11260000430,국공립,"서울특별시 중랑구 신내역로1길 85 (신내동, 신내우디안1단지아파트 관리동)",02-3423-3733,37.6168103510126,127.10629361016375,"장애아통합,야간연장,시간제보육"
한내들어린이집,A,우수,우수,우수,우수,2022-06-01,2015,중랑구,11260000040,국공립,서울특별시 중랑구 동일로139라길 24 (중화동),02-434-2666,37.60416996,127.0749867,"야간연장,시간제보육"
한마음어린이집,A,우수,우수,우수,우수,2020-02-01,2248,중랑구,11260000117,민간,서울특별시 중랑구 동일로 501 (면목동),02-492-8111,37.575580486926064,127.07946454786604,일반
한신키즈어린이집,B,우수,우수,우수,보통,2020-09-01,2095,중랑구,11260000392,가정,"서울특별시 중랑구 동일로 752 102동 106호(중화동, 중화한신아파트)",02-432-0133,37.59709077,127.0818281,일반
한터어린이집,B,우수,우수,보통,우수,2023-07-01,2205,중랑구,11260000119,민간,서울특별시 중랑구 면목로56가길 21 (면목동),02-437-2672,37.58509337,127.0887961,일반
해뜨는어린이집,A,우수,우수,우수,우수,2023-09-01,2070,중랑구,11260000406,가정,"서울특별시 중랑구 봉화산로56길 123 4동 110호(신내동, 중앙하이츠아파트)",02-433-7117,37.6032933213299,127.098527165288,일반
해바라기어린이집,B,우수,우수,보통,우수,2020-06-01,2141,중랑구,11260000030,민간,서울특별시 중랑구 봉우재로20길 45 (면목동),02-491-2323,37.58945122,127.0809482,야간연장
해오름어린이집,B,우수,우수,우수,보통,2022-01-01,2219,중랑구,11260000057,민간,서울특별시 중랑구 면목로65길 13 (면목동),02-2207-7727,37.58651209,127.0873431,야간연장
햇살가득어린이집,B,우수,우수,보통,우수,2023-02-01,2145,중랑구,11260000118,민간,서울특별시 중랑구 겸재로29길 32 (면목동),02-434-1253,37.5891082,127.0852755,일반
햇살아래 보듬이나눔이 어린이집,A,우수,우수,우수,우수,2021-07-01,2262,중랑구,11260000442,국공립,서울특별시 중랑구 신내역로 131 (신내동),02-3423-0150,37.6147428453,127.1128055612,"장애아통합,야간연장,24시간,시간제보육"
행복어린이집,A,우수,우수,우수,우수,2023-08-01,2057,중랑구,11260000488,국공립,서울특별시 중랑구 양원역로 92 (망우동),02-2208-1891,37.60916279874149,127.10675103372358,일반
행복한어린이집,B,우수,우수,보통,우수,2022-01-01,2134,중랑구,11260000102,가정,"서울특별시 중랑구 겸재로3길 8 101호(면목동, 대경빌라)",02-433-1345,37.58622927,127.0766977,일반
혜성어린이집,A,우수,우수,우수,우수,2022-06-01,2050,중랑구,11260000069,국공립,서울특별시 중랑구 동일로136나길 29-6 (중화동),02-439-5431,37.60371261,127.0824217,야간연장
혜원어린이집,A,우수,우수,우수,우수,2023-07-01,2175,중랑구,11260000055,민간,서울특별시 중랑구 상봉로16가길 14 (망우동),02-433-4845,37.59192519,127.0953733,야간연장
화랑어린이집,A,우수,우수,우수,우수,2022-01-01,2030,중랑구,11260000443,국공립,"서울특별시 중랑구 숙선옹주로 45 108동(묵동, e편한세상 화랑대)",02-979-7802,37.6157084078,127.0827103544,"장애아통합,야간연장"
101경비단 어린이집,A,우수,우수,우수,우수,2023-08-01,2812,성북구,11290000651,직장,서울특별시 성북구 정릉로10라길 18-5,02-911-2101,37.60555981790512,126.9994337538099,일반
KIST숲속 어린이집,A,우수,우수,우수,우수,2020-12-01,2792,성북구,11290000601,직장,서울특별시 성북구 화랑로14길 5 .,02-958-7051,37.56647,126.977963,일반
SK키즈몬테소리어린이집,A,우수,우수,우수,우수,2023-05-01,2863,성북구,11290000620,국공립,"서울특별시 성북구 삼선동3가 삼선교로16길 35 , 관리동 1층",02-461-3510,37.56647,126.977963,일반
가람어린이집,A,우수,우수,우수,우수,2019-09-01,2825,성북구,11290000543,국공립,서울특별시 성북구 흥천사길 49-23 적조사,02-925-5556,37.59838844126635,127.00742807528958,야간연장
가온누리어린이집,A,우수,우수,우수,우수,2019-12-01,2727,성북구,11290000636,국공립,서울특별시 성북구 숭인로 50 122동 1층,02-988-5100,37.61088179080211,127.02605767479383,야간연장
가온어린이집,A,우수,우수,우수,우수,2022-04-01,2740,성북구,11290000562,가정,"서울특별시 성북구 오패산로3길 17 101동 101호(하월곡동, 동신아파트)",02-909-3302,37.60459250609914,127.03454509969627,일반
